522;160
522;477
522;459
522;555
522;268
743;728
743;345
743;765
269;602
269;43
269;701
269;974
855;867
996;277
96;791
96;982
96;811
96;274
962;485
962;136
892;354
458;964
458;323
401;536
401;211
401;342
401;737
392;134
392;595
30;155
30;947
30;570
30;329
126;651
126;155
622;187
622;272
622;272
810;340
133;777
133;38
133;643
133;556
133;394
426;593
426;599
426;176
291;651
291;480
291;384
373;861
373;1
373;857
704;19
704;973
704;733
308;40
69;179
69;862
69;802
69;881
643;71
643;332
643;247
643;632
643;716
331;957
331;44
331;635
331;810
647;443
647;735
647;147
584;589
584;660
584;699
693;487
693;240
693;621
869;382
869;431
869;706
869;476
25;218
25;446
25;813
967;108
967;671
967;612
967;80
504;230
504;785
504;628
504;554
504;575
868;764
652;792
652;103
273;852
273;310
273;439
273;813
508;258
508;499
508;835
508;986
508;724
998;624
998;361
998;503
998;229
766;958
766;911
766;100
766;635
235;290
235;533
930;938
930;846
930;706
840;191
33;931
33;195
33;809
112;92
112;652
112;824
112;357
353;226
353;228
353;435
353;988
353;837
633;176
633;492
343;328
343;185
343;576
657;486
657;562
657;662
251;845
741;284
741;501
741;246
741;244
698;415
698;791
698;116
698;866
214;982
214;60
214;42
983;841
593;568
593;975
593;755
865;935
865;887
865;760
147;374
147;784
147;393
147;87
147;352
860;551
860;389
860;703
860;123
477;653
736;601
736;804
736;544
736;259
537;525
537;554
537;505
537;574
425;990
425;978
581;208
581;162
581;775
23;81
23;723
23;646
23;576
763;60
763;607
830;844
830;509
60;845
60;408
60;613
60;189
921;80
921;290
921;828
921;869
506;817
506;106
506;533
506;838
242;533
242;30
500;700
500;302
500;838
564;201
793;63
793;69
793;918
793;942
767;374
767;21
767;942
767;788
907;484
907;382
907;383
666;83
666;303
666;118
873;106
873;652
873;111
873;461
873;92
320;623
699;567
946;807
946;33
946;456
812;69
842;22
842;129
388;396
492;194
134;501
134;446
134;832
134;574
109;143
896;916
934;864
420;23
282;470
282;356
282;394
37;168
37;706
37;725
37;658
37;762
472;448
472;339
472;672
472;71
196;72
196;640
362;803
362;764
362;95
362;911
319;50
319;480
651;408
651;864
651;199
651;810
651;761
245;437
245;635
245;764
245;842
245;114
88;592
88;71
88;128
88;219
88;163
47;429
47;478
45;281
45;230
369;617
467;689
467;618
540;617
386;739
386;421
386;152
386;921
122;96
122;714
95;13
95;98
95;956
95;287
306;24
306;265
306;280
306;272
199;90
422;418
422;74
422;487
422;716
834;762
834;290
834;461
834;632
667;766
667;56
154;920
692;673
692;121
692;501
576;756
576;573
576;248
576;139
639;60
639;304
629;491
629;903
445;574
931;533
931;62
931;637
931;973
624;107
624;264
624;49
411;836
411;729
411;747
411;834
173;774
173;757
173;543
79;288
79;518
79;62
79;188
156;505
156;111
156;253
156;222
912;294
912;918
912;338
912;859
295;611
295;836
295;439
295;786
986;953
986;660
986;26
986;956
986;391
685;950
685;588
685;658
775;104
775;212
39;856
39;480
39;371
39;313
878;135
878;172
878;955
878;185
878;575
61;784
61;671
61;520
61;521
61;655
970;579
970;941
970;464
481;527
481;472
481;481
481;335
901;222
901;862
901;375
901;406
606;132
606;82
606;141
216;778
13;796
13;570
13;352
495;116
630;323
630;128
503;354
503;821
700;503
700;610
700;907
700;933
121;642
121;891
121;308
121;634
121;342
574;102
574;870
574;344
574;53
574;839
430;910
430;67
591;990
591;164
591;369
591;309
554;923
554;972
554;963
554;69
513;881
513;677
850;656
850;54
850;323
850;35
850;96
784;952
784;757
784;920
602;510
602;547
602;691
602;914
602;984
772;501
772;276
772;926
772;850
772;781
943;464
943;215
943;751
943;239
943;542
267;220
843;967
843;456
843;780
843;616
510;952
577;393
577;142
577;747
577;747
371;737
371;564
371;351
371;38
371;252
659;381
659;792
659;20
268;467
268;150
268;956
268;49
268;874
397;584
397;823
937;684
937;859
937;897
937;673
937;264
920;174
920;259
920;817
920;936
920;762
6;576
6;121
272;736
272;595
272;866
272;998
456;714
456;787
456;953
456;147
456;381
823;123
823;277
823;79
823;105
418;517
172;547
172;468
172;708
672;503
672;887
672;315
672;346
672;560
663;215
663;27
663;197
714;334
714;360
714;37
714;434
913;773
913;463
913;738
948;925
948;87
948;529
948;311
605;465
605;58
605;779
155;915
155;346
155;641
155;596
528;910
885;571
885;366
848;575
848;870
848;390
848;172
979;492
431;915
701;508
701;80
701;393
701;386
701;947
563;102
563;450
563;237
580;389
580;21
580;294
580;970
580;967
800;361
232;887
232;636
761;235
761;568
761;460
761;372
761;648
897;22
897;445
770;194
116;664
470;749
470;440
164;364
164;992
723;184
723;795
723;482
723;689
723;362
807;607
807;409
807;188
49;39
49;649
49;902
49;768
635;710
210;908
210;430
210;946
210;69
8;234
683;531
213;669
213;641
213;996
560;354
329;521
201;923
201;354
201;861
201;913
336;712
336;693
336;586
336;739
114;266
424;863
424;800
424;146
424;725
876;821
876;174
876;957
876;910
857;865
857;224
857;888
857;302
725;323
725;923
105;236
105;142
105;808
105;702
105;706
604;443
604;575
604;79
604;875
443;209
802;567
551;572
551;614
551;653
551;175
551;823
442;154
442;147
442;628
287;155
287;734
207;868
207;971
207;928
238;920
238;461
238;216
238;95
248;418
248;419
248;934
248;840
248;262
910;11
910;917
181;855
523;159
206;848
206;603
206;552
206;956
206;375
265;838
265;972
265;717
265;255
149;948
759;889
759;473
759;675
759;592
752;792
752;422
752;916
129;71
129;361
129;812
129;969
2;380
2;399
2;342
2;367
433;500
212;201
212;133
264;312
264;731
264;189
264;391
22;960
22;699
22;809
22;111
22;38
509;200
687;10
615;218
615;790
760;642
760;257
760;791
715;274
715;660
715;453
715;179
813;618
813;178
813;630
383;979
383;405
174;128
859;876
859;338
859;194
859;979
859;145
993;852
993;793
993;696
175;83
175;450
175;949
175;83
437;130
437;96
437;755
483;174
483;99
483;488
483;743
483;715
632;38
686;660
686;837
686;601
686;679
875;109
875;627
875;933
875;38
454;257
454;700
150;395
150;228
150;117
150;480
150;219
127;217
127;679
127;44
769;681
769;270
769;77
561;393
561;440
561;658
497;407
831;544
831;807
831;482
831;170
981;262
981;562
795;124
795;265
795;813
795;750
922;156
922;941
86;3
177;895
177;256
177;627
177;339
177;408
542;194
542;914
676;647
676;978
676;338
676;961
676;797
339;665
339;361
339;149
66;844
66;814
66;497
66;609
66;685
690;275
690;841
690;961
601;374
601;880
601;378
180;763
180;664
180;802
234;560
146;93
146;944
142;468
142;346
142;583
142;362
469;327
469;709
469;566
469;341
469;311
486;989
227;610
92;577
92;381
394;28
394;978
394;61
394;212
731;47
731;183
731;678
731;359
731;289
864;912
864;387
864;16
864;164
864;398
734;921
734;670
734;499
734;481
734;780
130;356
130;195
130;266
618;96
618;525
618;276
618;523
192;805
254;327
254;313
254;846
990;706
990;665
990;966
215;726
215;312
215;949
473;128
473;613
473;267
31;276
